,state,pollster,candidate_name,pct,sample_size,start_date,end_date
9412,Pennsylvania,Axis Research,Cornel West,1.0,601.0,2/25/24,2/27/24
9413,Pennsylvania,Axis Research,Jill Stein,2.0,601.0,2/25/24,2/27/24
9414,Pennsylvania,Axis Research,Robert F. Kennedy,8.0,601.0,2/25/24,2/27/24
9415,Pennsylvania,Axis Research,Joe Biden,39.0,601.0,2/25/24,2/27/24
9416,Pennsylvania,Axis Research,Nikki Haley,19.0,601.0,2/25/24,2/27/24
9418,Pennsylvania,Axis Research,Jill Stein,1.0,601.0,2/25/24,2/27/24
9419,Pennsylvania,Axis Research,Robert F. Kennedy,13.0,601.0,2/25/24,2/27/24
9420,California,Emerson,Joe Biden,56.5,1000.0,2/24/24,2/27/24
9421,California,Emerson,Donald Trump,35.1,1000.0,2/24/24,2/27/24
9422,California,Emerson,Joe Biden,50.8,1000.0,2/24/24,2/27/24
9423,California,Emerson,Donald Trump,31.5,1000.0,2/24/24,2/27/24
9424,California,Emerson,Robert F. Kennedy,6.4,1000.0,2/24/24,2/27/24
9425,California,Emerson,Cornel West,2.0,1000.0,2/24/24,2/27/24
9426,California,Emerson,Jill Stein,0.9,1000.0,2/24/24,2/27/24
9433,California,UC Berkeley,Joe Biden,40.0,6536.0,2/22/24,2/26/24
9434,California,UC Berkeley,Donald Trump,28.0,6536.0,2/22/24,2/26/24
9435,California,UC Berkeley,Robert F. Kennedy,11.0,6536.0,2/22/24,2/26/24
9436,California,UC Berkeley,Cornel West,3.0,6536.0,2/22/24,2/26/24
9437,California,UC Berkeley,Jill Stein,2.0,6536.0,2/22/24,2/26/24
9438,California,UC Berkeley,Joe Biden,52.0,6536.0,2/22/24,2/26/24
9439,California,UC Berkeley,Donald Trump,34.0,6536.0,2/22/24,2/26/24
9440,Arizona,Rasmussen,Joe Biden,40.0,1001.0,2/21/24,2/26/24
9441,Arizona,Rasmussen,Donald Trump,47.0,1001.0,2/21/24,2/26/24
9442,Texas,University of Texas at Tyler,Joe Biden,42.0,1167.0,2/18/24,2/26/24
9443,Texas,University of Texas at Tyler,Donald Trump,46.0,1167.0,2/18/24,2/26/24
9444,Texas,University of Texas at Tyler,Joe Biden,37.0,1167.0,2/18/24,2/26/24
9445,Texas,University of Texas at Tyler,Donald Trump,41.0,1167.0,2/18/24,2/26/24
9446,Texas,University of Texas at Tyler,Robert F. Kennedy,13.0,1167.0,2/18/24,2/26/24
9447,Texas,University of Texas at Tyler,Cornel West,6.0,1167.0,2/18/24,2/26/24
9448,Texas,University of Texas at Tyler,Jill Stein,3.0,1167.0,2/18/24,2/26/24
9449,Texas,University of Texas at Tyler,Joe Biden,36.0,1167.0,2/18/24,2/26/24
9450,Texas,University of Texas at Tyler,Nikki Haley,42.0,1167.0,2/18/24,2/26/24
9452,Texas,University of Texas at Tyler,Nikki Haley,33.0,1167.0,2/18/24,2/26/24
9453,Texas,University of Texas at Tyler,Robert F. Kennedy,20.0,1167.0,2/18/24,2/26/24
9454,Texas,University of Texas at Tyler,Cornel West,7.0,1167.0,2/18/24,2/26/24
9466,Michigan,North Star Opinion Research,Joe Biden,43.0,600.0,2/22/24,2/25/24
9467,Michigan,North Star Opinion Research,Donald Trump,43.0,600.0,2/22/24,2/25/24
9470,Michigan,Emerson,Joe Biden,44.0,1000.0,2/20/24,2/24/24
9471,Michigan,Emerson,Donald Trump,46.0,1000.0,2/20/24,2/24/24
9472,Michigan,Emerson,Joe Biden,38.7,1000.0,2/20/24,2/24/24
9473,Michigan,Emerson,Donald Trump,42.4,1000.0,2/20/24,2/24/24
9474,Michigan,Emerson,Robert F. Kennedy,5.8,1000.0,2/20/24,2/24/24
9475,Michigan,Emerson,Cornel West,1.4,1000.0,2/20/24,2/24/24
9476,Michigan,Emerson,Jill Stein,1.1,1000.0,2/20/24,2/24/24
9477,Wisconsin,Emerson,Joe Biden,42.4,1000.0,2/20/24,2/24/24
9478,Wisconsin,Emerson,Donald Trump,45.2,1000.0,2/20/24,2/24/24
9479,Wisconsin,Emerson,Joe Biden,37.1,1000.0,2/20/24,2/24/24
9480,Wisconsin,Emerson,Donald Trump,40.8,1000.0,2/20/24,2/24/24
9481,Wisconsin,Emerson,Robert F. Kennedy,6.9,1000.0,2/20/24,2/24/24
9482,Wisconsin,Emerson,Cornel West,0.5,1000.0,2/20/24,2/24/24
9483,Wisconsin,Emerson,Jill Stein,1.3,1000.0,2/20/24,2/24/24
9484,Wisconsin,Emerson,Kamala Harris,43.6,1000.0,2/20/24,2/24/24
9485,Wisconsin,Emerson,Donald Trump,47.0,1000.0,2/20/24,2/24/24
9486,Wisconsin,Emerson,Gavin Newsom,35.8,1000.0,2/20/24,2/24/24
9487,Wisconsin,Emerson,Donald Trump,44.7,1000.0,2/20/24,2/24/24
9488,Wisconsin,Kaplan Strategies,Joe Biden,39.0,941.0,2/22/24,2/23/24
9489,Wisconsin,Kaplan Strategies,Donald Trump,41.0,941.0,2/22/24,2/23/24
9490,Michigan,Kaplan Strategies,Joe Biden,36.0,1019.0,2/22/24,2/23/24
9491,Michigan,Kaplan Strategies,Donald Trump,46.0,1019.0,2/22/24,2/23/24
9543,Nevada,Emerson,Joe Biden,40.2,1000.0,2/16/24,2/19/24
9544,Nevada,Emerson,Donald Trump,46.0,1000.0,2/16/24,2/19/24
9545,Nevada,Emerson,Joe Biden,34.3,1000.0,2/16/24,2/19/24
9546,Nevada,Emerson,Donald Trump,44.3,1000.0,2/16/24,2/19/24
9547,Nevada,Emerson,Robert F. Kennedy,6.2,1000.0,2/16/24,2/19/24
9548,Nevada,Emerson,Cornel West,1.1,1000.0,2/16/24,2/19/24
9549,Nevada,Emerson,Jill Stein,1.2,1000.0,2/16/24,2/19/24
9550,Nevada,Emerson,Kamala Harris,38.9,1000.0,2/16/24,2/19/24
9551,Nevada,Emerson,Donald Trump,47.6,1000.0,2/16/24,2/19/24
9552,Nevada,Emerson,Gavin Newsom,31.5,1000.0,2/16/24,2/19/24
9553,Nevada,Emerson,Donald Trump,49.0,1000.0,2/16/24,2/19/24
9554,Arizona,Emerson,Joe Biden,42.5,1000.0,2/16/24,2/19/24
9555,Arizona,Emerson,Donald Trump,45.6,1000.0,2/16/24,2/19/24
9556,Arizona,Emerson,Joe Biden,37.1,1000.0,2/16/24,2/19/24
9557,Arizona,Emerson,Donald Trump,42.6,1000.0,2/16/24,2/19/24
9558,Arizona,Emerson,Robert F. Kennedy,7.5,1000.0,2/16/24,2/19/24
9559,Arizona,Emerson,Cornel West,1.1,1000.0,2/16/24,2/19/24
9560,Arizona,Emerson,Jill Stein,1.3,1000.0,2/16/24,2/19/24
9561,Arizona,Emerson,Kamala Harris,40.3,1000.0,2/16/24,2/19/24
9562,Arizona,Emerson,Donald Trump,47.6,1000.0,2/16/24,2/19/24
9563,Arizona,Emerson,Gavin Newsom,34.4,1000.0,2/16/24,2/19/24
9564,Arizona,Emerson,Donald Trump,47.3,1000.0,2/16/24,2/19/24
9579,Virginia,Roanoke College,Joe Biden,47.0,705.0,2/11/24,2/19/24
9580,Virginia,Roanoke College,Donald Trump,43.0,705.0,2/11/24,2/19/24
9581,Virginia,Roanoke College,Joe Biden,40.0,705.0,2/11/24,2/19/24
9582,Virginia,Roanoke College,Nikki Haley,49.0,705.0,2/11/24,2/19/24
9583,California,Emerson,Joe Biden,55.3,1000.0,2/16/24,2/18/24
9584,California,Emerson,Donald Trump,32.6,1000.0,2/16/24,2/18/24
9585,California,Emerson,Joe Biden,48.9,1000.0,2/16/24,2/18/24
9586,California,Emerson,Donald Trump,30.7,1000.0,2/16/24,2/18/24
9587,California,Emerson,Robert F. Kennedy,7.7,1000.0,2/16/24,2/18/24
9588,California,Emerson,Cornel West,1.3,1000.0,2/16/24,2/18/24
9589,California,Emerson,Jill Stein,0.8,1000.0,2/16/24,2/18/24
9592,Michigan,EPIC/MRA,Joe Biden,41.0,600.0,2/13/24,2/18/24
9593,Michigan,EPIC/MRA,Donald Trump,45.0,600.0,2/13/24,2/18/24
9594,Arizona,Morning Consult,Joe Biden,36.0,798.0,2/12/24,2/18/24
9595,Arizona,Morning Consult,Donald Trump,45.0,798.0,2/12/24,2/18/24
9596,Arizona,Morning Consult,Robert F. Kennedy,9.0,798.0,2/12/24,2/18/24
9597,Arizona,Morning Consult,Cornel West,1.0,798.0,2/12/24,2/18/24
9598,Arizona,Morning Consult,Jill Stein,1.0,798.0,2/12/24,2/18/24
9599,Arizona,Morning Consult,Joe Biden,43.0,798.0,2/12/24,2/18/24
9600,Arizona,Morning Consult,Donald Trump,49.0,798.0,2/12/24,2/18/24
9601,Georgia,Morning Consult,Joe Biden,38.0,800.0,2/12/24,2/18/24
9602,Georgia,Morning Consult,Donald Trump,45.0,800.0,2/12/24,2/18/24
9603,Georgia,Morning Consult,Robert F. Kennedy,6.0,800.0,2/12/24,2/18/24
9604,Georgia,Morning Consult,Cornel West,1.0,800.0,2/12/24,2/18/24
9605,Georgia,Morning Consult,Jill Stein,1.0,800.0,2/12/24,2/18/24
9606,Georgia,Morning Consult,Joe Biden,43.0,800.0,2/12/24,2/18/24
9607,Georgia,Morning Consult,Donald Trump,49.0,800.0,2/12/24,2/18/24
9608,Michigan,Morning Consult,Joe Biden,40.0,702.0,2/12/24,2/18/24
9609,Michigan,Morning Consult,Donald Trump,41.0,702.0,2/12/24,2/18/24
9610,Michigan,Morning Consult,Robert F. Kennedy,9.0,702.0,2/12/24,2/18/24
9611,Michigan,Morning Consult,Cornel West,1.0,702.0,2/12/24,2/18/24
9612,Michigan,Morning Consult,Jill Stein,1.0,702.0,2/12/24,2/18/24
9613,Michigan,Morning Consult,Joe Biden,44.0,702.0,2/12/24,2/18/24
9614,Michigan,Morning Consult,Donald Trump,46.0,702.0,2/12/24,2/18/24
9615,Nevada,Morning Consult,Joe Biden,37.0,445.0,2/12/24,2/18/24
9616,Nevada,Morning Consult,Donald Trump,44.0,445.0,2/12/24,2/18/24
9617,Nevada,Morning Consult,Robert F. Kennedy,9.0,445.0,2/12/24,2/18/24
9618,Nevada,Morning Consult,Cornel West,1.0,445.0,2/12/24,2/18/24
9619,Nevada,Morning Consult,Jill Stein,0.0,445.0,2/12/24,2/18/24
9620,Nevada,Morning Consult,Joe Biden,42.0,445.0,2/12/24,2/18/24
9621,Nevada,Morning Consult,Donald Trump,48.0,445.0,2/12/24,2/18/24
9622,North Carolina,Morning Consult,Joe Biden,35.0,705.0,2/12/24,2/18/24
9623,North Carolina,Morning Consult,Donald Trump,45.0,705.0,2/12/24,2/18/24
9624,North Carolina,Morning Consult,Robert F. Kennedy,9.0,705.0,2/12/24,2/18/24
9625,North Carolina,Morning Consult,Cornel West,1.0,705.0,2/12/24,2/18/24
9626,North Carolina,Morning Consult,Jill Stein,1.0,705.0,2/12/24,2/18/24
9627,North Carolina,Morning Consult,Joe Biden,41.0,705.0,2/12/24,2/18/24
9628,North Carolina,Morning Consult,Donald Trump,50.0,705.0,2/12/24,2/18/24
9629,Pennsylvania,Morning Consult,Joe Biden,36.0,803.0,2/12/24,2/18/24
9630,Pennsylvania,Morning Consult,Donald Trump,45.0,803.0,2/12/24,2/18/24
9631,Pennsylvania,Morning Consult,Robert F. Kennedy,8.0,803.0,2/12/24,2/18/24
9632,Pennsylvania,Morning Consult,Cornel West,1.0,803.0,2/12/24,2/18/24
9633,Pennsylvania,Morning Consult,Jill Stein,1.0,803.0,2/12/24,2/18/24
9634,Pennsylvania,Morning Consult,Joe Biden,43.0,803.0,2/12/24,2/18/24
9635,Pennsylvania,Morning Consult,Donald Trump,49.0,803.0,2/12/24,2/18/24
9636,Wisconsin,Morning Consult,Joe Biden,35.0,702.0,2/12/24,2/18/24
9637,Wisconsin,Morning Consult,Donald Trump,41.0,702.0,2/12/24,2/18/24
9638,Wisconsin,Morning Consult,Robert F. Kennedy,10.0,702.0,2/12/24,2/18/24
9639,Wisconsin,Morning Consult,Cornel West,1.0,702.0,2/12/24,2/18/24
9640,Wisconsin,Morning Consult,Jill Stein,1.0,702.0,2/12/24,2/18/24
9641,Wisconsin,Morning Consult,Joe Biden,42.0,702.0,2/12/24,2/18/24
9642,Wisconsin,Morning Consult,Donald Trump,46.0,702.0,2/12/24,2/18/24
9645,South Carolina,Emerson,Joe Biden,36.7,1197.0,2/14/24,2/16/24
9646,South Carolina,Emerson,Donald Trump,50.6,1197.0,2/14/24,2/16/24
9647,Pennsylvania,Emerson,Joe Biden,42.9,1000.0,2/14/24,2/16/24
9648,Pennsylvania,Emerson,Donald Trump,45.1,1000.0,2/14/24,2/16/24
9649,Pennsylvania,Emerson,Joe Biden,36.8,1000.0,2/14/24,2/16/24
9650,Pennsylvania,Emerson,Donald Trump,41.5,1000.0,2/14/24,2/16/24
9651,Pennsylvania,Emerson,Robert F. Kennedy,7.6,1000.0,2/14/24,2/16/24
9652,Pennsylvania,Emerson,Cornel West,1.6,1000.0,2/14/24,2/16/24
9653,Pennsylvania,Emerson,Jill Stein,0.9,1000.0,2/14/24,2/16/24
9654,Pennsylvania,Emerson,Kamala Harris,39.5,1000.0,2/14/24,2/16/24
9655,Pennsylvania,Emerson,Donald Trump,49.2,1000.0,2/14/24,2/16/24
9656,Pennsylvania,Emerson,Gavin Newsom,33.2,1000.0,2/14/24,2/16/24
9657,Pennsylvania,Emerson,Donald Trump,48.4,1000.0,2/14/24,2/16/24
9660,North Carolina,Emerson,Joe Biden,43.7,1000.0,2/14/24,2/16/24
9661,North Carolina,Emerson,Donald Trump,46.6,1000.0,2/14/24,2/16/24
9662,North Carolina,Emerson,Joe Biden,36.7,1000.0,2/14/24,2/16/24
9663,North Carolina,Emerson,Donald Trump,45.9,1000.0,2/14/24,2/16/24
9664,North Carolina,Emerson,Robert F. Kennedy,4.9,1000.0,2/14/24,2/16/24
9665,North Carolina,Emerson,Cornel West,1.0,1000.0,2/14/24,2/16/24
9666,North Carolina,Emerson,Jill Stein,0.9,1000.0,2/14/24,2/16/24
9667,North Carolina,Emerson,Kamala Harris,40.7,1000.0,2/14/24,2/16/24
9668,North Carolina,Emerson,Donald Trump,49.9,1000.0,2/14/24,2/16/24
9669,North Carolina,Emerson,Gavin Newsom,34.0,1000.0,2/14/24,2/16/24
9670,North Carolina,Emerson,Donald Trump,49.2,1000.0,2/14/24,2/16/24
9671,Georgia,Emerson,Joe Biden,41.6,1000.0,2/14/24,2/16/24
9672,Georgia,Emerson,Donald Trump,47.9,1000.0,2/14/24,2/16/24
9673,Georgia,Emerson,Joe Biden,36.2,1000.0,2/14/24,2/16/24
9674,Georgia,Emerson,Donald Trump,45.0,1000.0,2/14/24,2/16/24
9675,Georgia,Emerson,Robert F. Kennedy,5.9,1000.0,2/14/24,2/16/24
9676,Georgia,Emerson,Cornel West,1.4,1000.0,2/14/24,2/16/24
9677,Georgia,Emerson,Jill Stein,0.7,1000.0,2/14/24,2/16/24
9678,Georgia,Emerson,Kamala Harris,41.2,1000.0,2/14/24,2/16/24
9679,Georgia,Emerson,Donald Trump,51.0,1000.0,2/14/24,2/16/24
9680,Georgia,Emerson,Gavin Newsom,32.2,1000.0,2/14/24,2/16/24
9681,Georgia,Emerson,Donald Trump,50.5,1000.0,2/14/24,2/16/24
9696,Montana,SurveyUSA,Joe Biden,29.0,549.0,2/12/24,2/15/24
9697,Montana,SurveyUSA,Donald Trump,51.0,549.0,2/12/24,2/15/24
9729,Washington,PPP,Joe Biden,54.0,789.0,2/13/24,2/14/24
9730,Washington,PPP,Donald Trump,38.0,789.0,2/13/24,2/14/24
9739,New York,Siena,Joe Biden,48.0,806.0,2/12/24,2/14/24
9740,New York,Siena,Donald Trump,36.0,806.0,2/12/24,2/14/24
9741,New York,Siena,Joe Biden,42.0,806.0,2/12/24,2/14/24
9742,New York,Siena,Donald Trump,32.0,806.0,2/12/24,2/14/24
9743,New York,Siena,Robert F. Kennedy,13.0,806.0,2/12/24,2/14/24
9744,New York,Siena,Cornel West,6.0,806.0,2/12/24,2/14/24
9773,Maine,Pan Atlantic Research,Joe Biden,32.0,791.0,2/6/24,2/14/24
9774,Maine,Pan Atlantic Research,Donald Trump,38.0,791.0,2/6/24,2/14/24
9775,Maine CD-1,Pan Atlantic Research,Joe Biden,39.0,,2/6/24,2/14/24
9776,Maine CD-1,Pan Atlantic Research,Donald Trump,31.0,,2/6/24,2/14/24
9777,Maine CD-2,Pan Atlantic Research,Joe Biden,25.0,,2/6/24,2/14/24
9778,Maine CD-2,Pan Atlantic Research,Donald Trump,45.0,,2/6/24,2/14/24
9779,Maryland,Emerson,Joe Biden,54.6,1000.0,2/12/24,2/13/24
9780,Maryland,Emerson,Donald Trump,32.0,1000.0,2/12/24,2/13/24
9781,Maryland,Emerson,Joe Biden,46.6,1000.0,2/12/24,2/13/24
9782,Maryland,Emerson,Donald Trump,31.4,1000.0,2/12/24,2/13/24
9783,Maryland,Emerson,Robert F. Kennedy,5.9,1000.0,2/12/24,2/13/24
9784,Maryland,Emerson,Cornel West,1.2,1000.0,2/12/24,2/13/24
9785,Maryland,Emerson,Jill Stein,1.4,1000.0,2/12/24,2/13/24
9786,Iowa,Cygnal,Joe Biden,40.0,600.0,2/12/24,2/13/24
9787,Iowa,Cygnal,Donald Trump,49.2,600.0,2/12/24,2/13/24
9792,California,PPIC,Joe Biden,55.0,1075.0,2/6/24,2/13/24
9793,California,PPIC,Donald Trump,32.0,1075.0,2/6/24,2/13/24
9798,North Carolina,East Carolina University,Joe Biden,43.4,1207.0,2/9/24,2/12/24
9799,North Carolina,East Carolina University,Donald Trump,46.5,1207.0,2/9/24,2/12/24
9800,North Carolina,East Carolina University,Robert F. Kennedy,1.5,1207.0,2/9/24,2/12/24
9801,North Carolina,East Carolina University,Cornel West,1.1,1207.0,2/9/24,2/12/24
9802,North Carolina,East Carolina University,Jill Stein,0.3,1207.0,2/9/24,2/12/24
9803,North Carolina,East Carolina University,Joe Biden,39.7,1207.0,2/9/24,2/12/24
9804,North Carolina,East Carolina University,Nikki Haley,31.9,1207.0,2/9/24,2/12/24
9805,North Carolina,East Carolina University,Robert F. Kennedy,9.7,1207.0,2/9/24,2/12/24
9806,North Carolina,East Carolina University,Cornel West,1.7,1207.0,2/9/24,2/12/24
9807,North Carolina,East Carolina University,Jill Stein,0.4,1207.0,2/9/24,2/12/24
9808,Michigan,Beacon/Shaw,Joe Biden,45.0,1106.0,2/8/24,2/12/24
9809,Michigan,Beacon/Shaw,Donald Trump,47.0,1106.0,2/8/24,2/12/24
9810,Michigan,Beacon/Shaw,Joe Biden,37.0,1106.0,2/8/24,2/12/24
9811,Michigan,Beacon/Shaw,Donald Trump,42.0,1106.0,2/8/24,2/12/24
9812,Michigan,Beacon/Shaw,Robert F. Kennedy,11.0,1106.0,2/8/24,2/12/24
9813,Michigan,Beacon/Shaw,Cornel West,2.0,1106.0,2/8/24,2/12/24
9814,Michigan,Beacon/Shaw,Jill Stein,3.0,1106.0,2/8/24,2/12/24
9815,Michigan,Beacon/Shaw,Joe Biden,42.0,1106.0,2/8/24,2/12/24
9816,Michigan,Beacon/Shaw,Nikki Haley,43.0,1106.0,2/8/24,2/12/24
9817,Michigan,Beacon/Shaw,Joe Biden,35.0,1106.0,2/8/24,2/12/24
9818,Michigan,Beacon/Shaw,Nikki Haley,26.0,1106.0,2/8/24,2/12/24
9819,Michigan,Beacon/Shaw,Robert F. Kennedy,23.0,1106.0,2/8/24,2/12/24
9820,Michigan,Beacon/Shaw,Cornel West,3.0,1106.0,2/8/24,2/12/24
9822,North Carolina,Beacon/Shaw,Joe Biden,45.0,1099.0,2/8/24,2/12/24
9823,North Carolina,Beacon/Shaw,Donald Trump,50.0,1099.0,2/8/24,2/12/24
9824,North Carolina,Beacon/Shaw,Joe Biden,37.0,1099.0,2/8/24,2/12/24
9825,North Carolina,Beacon/Shaw,Donald Trump,46.0,1099.0,2/8/24,2/12/24
9826,North Carolina,Beacon/Shaw,Robert F. Kennedy,8.0,1099.0,2/8/24,2/12/24
9827,North Carolina,Beacon/Shaw,Cornel West,1.0,1099.0,2/8/24,2/12/24
9828,North Carolina,Beacon/Shaw,Jill Stein,2.0,1099.0,2/8/24,2/12/24
9829,North Carolina,Beacon/Shaw,Joe Biden,41.0,1099.0,2/8/24,2/12/24
9830,North Carolina,Beacon/Shaw,Nikki Haley,46.0,1099.0,2/8/24,2/12/24
9831,North Carolina,Beacon/Shaw,Joe Biden,33.0,1099.0,2/8/24,2/12/24
9832,North Carolina,Beacon/Shaw,Nikki Haley,31.0,1099.0,2/8/24,2/12/24
9833,North Carolina,Beacon/Shaw,Robert F. Kennedy,19.0,1099.0,2/8/24,2/12/24
9834,North Carolina,Beacon/Shaw,Cornel West,2.0,1099.0,2/8/24,2/12/24
9836,Texas,YouGov,Joe Biden,36.0,1200.0,2/2/24,2/12/24
9837,Texas,YouGov,Donald Trump,45.0,1200.0,2/2/24,2/12/24
9838,Texas,YouGov,Robert F. Kennedy,6.0,1200.0,2/2/24,2/12/24
9839,Texas,YouGov,Cornel West,3.0,1200.0,2/2/24,2/12/24
9840,Texas,YouGov,Jill Stein,2.0,1200.0,2/2/24,2/12/24
9841,Texas,YouGov,Joe Biden,41.0,1200.0,2/2/24,2/12/24
9842,Texas,YouGov,Donald Trump,48.0,1200.0,2/2/24,2/12/24
9843,Texas,YouGov,Joe Biden,40.0,1200.0,2/2/24,2/12/24
9844,Texas,YouGov,Nikki Haley,31.0,1200.0,2/2/24,2/12/24
9847,South Carolina,The Citadel,Joe Biden,35.0,1000.0,2/5/24,2/11/24
9848,South Carolina,The Citadel,Donald Trump,54.0,1000.0,2/5/24,2/11/24
9849,South Carolina,The Citadel,Joe Biden,28.0,1000.0,2/5/24,2/11/24
9850,South Carolina,The Citadel,Nikki Haley,50.0,1000.0,2/5/24,2/11/24
9851,South Carolina,The Citadel,Joe Biden,32.0,1000.0,2/5/24,2/11/24
9852,South Carolina,The Citadel,Donald Trump,49.0,1000.0,2/5/24,2/11/24
9853,South Carolina,The Citadel,Robert F. Kennedy,9.0,1000.0,2/5/24,2/11/24
9854,South Carolina,The Citadel,"Joe Manchin, III",4.0,1000.0,2/5/24,2/11/24
9855,South Carolina,The Citadel,Jill Stein,3.0,1000.0,2/5/24,2/11/24
9856,South Carolina,The Citadel,Joe Biden,25.0,1000.0,2/5/24,2/11/24
9857,South Carolina,The Citadel,Nikki Haley,41.0,1000.0,2/5/24,2/11/24
9858,South Carolina,The Citadel,Robert F. Kennedy,20.0,1000.0,2/5/24,2/11/24
9868,South Carolina,Winthrop U.,Joe Biden,35.0,1717.0,2/2/24,2/10/24
9869,South Carolina,Winthrop U.,Donald Trump,50.0,1717.0,2/2/24,2/10/24
9870,South Carolina,Winthrop U.,Joe Biden,29.0,1717.0,2/2/24,2/10/24
9871,South Carolina,Winthrop U.,Nikki Haley,47.0,1717.0,2/2/24,2/10/24
9876,Pennsylvania,Chism Strategies,Joe Biden,32.0,500.0,2/6/24,2/8/24
9877,Pennsylvania,Chism Strategies,Donald Trump,40.0,500.0,2/6/24,2/8/24
9880,Texas,National Public Affairs,Joe Biden,35.0,807.0,2/6/24,2/8/24
9881,Texas,National Public Affairs,Donald Trump,42.0,807.0,2/6/24,2/8/24
9882,Texas,National Public Affairs,Robert F. Kennedy,6.0,807.0,2/6/24,2/8/24
9883,Texas,National Public Affairs,"Joe Manchin, III",4.0,807.0,2/6/24,2/8/24
9884,Texas,National Public Affairs,Cornel West,3.0,807.0,2/6/24,2/8/24
9894,South Carolina,Florida Atlantic University/Mainstreet Research,Joe Biden,34.3,679.0,2/1/24,2/8/24
9895,South Carolina,Florida Atlantic University/Mainstreet Research,Donald Trump,51.6,679.0,2/1/24,2/8/24
9896,South Carolina,Florida Atlantic University/Mainstreet Research,Joe Biden,35.9,643.0,2/1/24,2/8/24
9897,South Carolina,Florida Atlantic University/Mainstreet Research,Donald Trump,53.6,643.0,2/1/24,2/8/24
9924,Massachusetts,Suffolk,Joe Biden,45.4,1000.0,2/2/24,2/5/24
9925,Massachusetts,Suffolk,Donald Trump,25.5,1000.0,2/2/24,2/5/24
9926,Massachusetts,Suffolk,Robert F. Kennedy,8.6,1000.0,2/2/24,2/5/24
9927,Massachusetts,Suffolk,Cornel West,2.2,1000.0,2/2/24,2/5/24
9932,North Carolina,North Star Opinion Research,Joe Biden,32.0,600.0,1/30/24,2/4/24
9933,North Carolina,North Star Opinion Research,Donald Trump,39.0,600.0,1/30/24,2/4/24
9934,North Carolina,North Star Opinion Research,Robert F. Kennedy,16.0,600.0,1/30/24,2/4/24
9941,Texas,Redfield & Wilton Strategies,Joe Biden,35.0,605.0,2/1/24,2/3/24
9942,Texas,Redfield & Wilton Strategies,Donald Trump,44.0,605.0,2/1/24,2/3/24
9943,Texas,Redfield & Wilton Strategies,Robert F. Kennedy,6.0,605.0,2/1/24,2/3/24
9944,Texas,Redfield & Wilton Strategies,Cornel West,1.0,605.0,2/1/24,2/3/24
9945,Texas,Redfield & Wilton Strategies,Jill Stein,1.0,605.0,2/1/24,2/3/24
9946,Texas,Redfield & Wilton Strategies,Joe Biden,32.0,605.0,2/1/24,2/3/24
9947,Texas,Redfield & Wilton Strategies,Nikki Haley,30.0,605.0,2/1/24,2/3/24
9948,Texas,Redfield & Wilton Strategies,Robert F. Kennedy,14.0,605.0,2/1/24,2/3/24
9949,Texas,Redfield & Wilton Strategies,Cornel West,0.0,605.0,2/1/24,2/3/24
9950,Texas,Redfield & Wilton Strategies,Jill Stein,0.0,605.0,2/1/24,2/3/24
9978,Maryland,Gonzales Research & Media Services,Joe Biden,53.0,815.0,1/23/24,2/2/24
9979,Maryland,Gonzales Research & Media Services,Donald Trump,32.0,815.0,1/23/24,2/2/24
9980,Maryland,Gonzales Research & Media Services,Joe Biden,50.0,815.0,1/23/24,2/2/24
9981,Maryland,Gonzales Research & Media Services,Nikki Haley,36.0,815.0,1/23/24,2/2/24
9982,Maryland,Gonzales Research & Media Services,Joe Biden,45.0,815.0,1/23/24,2/2/24
9983,Maryland,Gonzales Research & Media Services,Donald Trump,28.0,815.0,1/23/24,2/2/24
9984,Maryland,Gonzales Research & Media Services,Robert F. Kennedy,18.0,815.0,1/23/24,2/2/24
9987,Arizona,J.L. Partners,Joe Biden,41.0,500.0,1/29/24,2/1/24
9988,Arizona,J.L. Partners,Donald Trump,45.0,500.0,1/29/24,2/1/24
9995,North Carolina,Meredith College,Joe Biden,39.0,760.0,1/26/24,1/31/24
9996,North Carolina,Meredith College,Donald Trump,44.0,760.0,1/26/24,1/31/24
10007,Wisconsin,Marquette Law School,Joe Biden,49.0,930.0,1/24/24,1/31/24
10008,Wisconsin,Marquette Law School,Donald Trump,49.0,930.0,1/24/24,1/31/24
10009,Wisconsin,Marquette Law School,Joe Biden,49.0,808.0,1/24/24,1/31/24
10010,Wisconsin,Marquette Law School,Donald Trump,50.0,808.0,1/24/24,1/31/24
10011,Wisconsin,Marquette Law School,Joe Biden,41.0,930.0,1/24/24,1/31/24
10012,Wisconsin,Marquette Law School,Nikki Haley,57.0,930.0,1/24/24,1/31/24
10013,Wisconsin,Marquette Law School,Joe Biden,42.0,808.0,1/24/24,1/31/24
10014,Wisconsin,Marquette Law School,Nikki Haley,57.0,808.0,1/24/24,1/31/24
10015,Wisconsin,Marquette Law School,Joe Biden,37.0,930.0,1/24/24,1/31/24
10016,Wisconsin,Marquette Law School,Donald Trump,40.0,930.0,1/24/24,1/31/24
10017,Wisconsin,Marquette Law School,Robert F. Kennedy,16.0,930.0,1/24/24,1/31/24
10018,Wisconsin,Marquette Law School,Cornel West,2.0,930.0,1/24/24,1/31/24
10019,Wisconsin,Marquette Law School,Jill Stein,4.0,930.0,1/24/24,1/31/24
10020,Wisconsin,Marquette Law School,Joe Biden,39.0,808.0,1/24/24,1/31/24
